word,alias,category,kdt_id,seller_num,goods_num,team_name,mobile,qq,wechat,fx_cooperation_weixin,follower_num,fx_team_num,certification,is_recommend_supplier,is_quit_supplier,fxCountMax,fxCountMin,fxCountAvg,url,description
日用,MG6MAezC0f,日用百货,40285956,0,1,普达森日化,,298067736,beniwei,,0,0,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/MG6MAezC0f,森林般清新空气缔造者
日用,159mgl9vm,美妆,19030,3102,0,生活家日化,,1598818387,1598818387,,19,3102,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/159mgl9vm,主营化妆品
日用,1cg8haja5,箱包配饰,18059600,43,0,梨涡日本珠宝,,541997785,lvzhiwudaigou,,12,43,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1cg8haja5,我们在奢侈品领域做了10年，我们有强大的货源基础
日用,xpl7aucn,茶饮酒水,18351924,1,1,寻山日志甄选茶,,897075744,teabookkf,teabookkf,0,1,True,False,False,1,1,1,https://www.youzan.com/v2/fenxiao/market/supplier/xpl7aucn,专注甄选正山茶
日用,fgjhk3x5,运动户外,12410362,83,1,绿蚂蚁野外用品,,419631277,out360,,19,80,True,False,False,13,13,13,https://www.youzan.com/v2/fenxiao/market/supplier/fgjhk3x5,绿蚂蚁野外用品
日用,yuhujkeb,其他,16261551,48,2,上海校友老年用品,,327255860,yj13501668845,,24,48,True,False,True,49,16,32.5,https://www.youzan.com/v2/fenxiao/market/supplier/yuhujkeb,我们的目标是把世界上最好的老年用品引进和介绍给中国的老年朋友，让他们也能有机会享受和使用目前只有发达国家才有的老年用品，
日用,1g7mz606k,粮油米面,15112900,0,3,一日一鲜,,2902442047,yiriyixian007,yiriyixian007,0,0,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1g7mz606k,粮管家现向全国招募线上分销商，共同打造最具口碑的移动电商，实现共赢。
日用,12gulty6s,女装,13634731,216,3,居秀孕妇用品连锁,,42357287,13987182428,,15,214,True,False,False,4,0,1.66666666666667,https://www.youzan.com/v2/fenxiao/market/supplier/12gulty6s,昆明居秀服饰连锁官方商城
日用,rwcJehH0ar,箱包配饰,40538934,17,3,广东名将旅行用品有限公司,,2399405588,Mellell,,3,17,True,False,False,16,0,5.33333333333333,https://www.youzan.com/v2/fenxiao/market/supplier/rwcJehH0ar,旅行箱
日用,17qx842n8,丽人健身,16249878,169,4,多学多用,,1796956562,duoxueduoyong3,,38,166,True,False,False,8,2,4.25,https://www.youzan.com/v2/fenxiao/market/supplier/17qx842n8,多学多用是新媒体平台，生产的微视频可以在腾讯搜狐爱奇艺等各大视频网站看到。视频中会体现相关产品的特色以及使用方法。
日用,2dbdnhfy,运动户外,17329464,45,6,每日瑜伽装备馆,,2951416794,2951416794,,9,45,True,False,False,10,0,5,https://www.youzan.com/v2/fenxiao/market/supplier/2dbdnhfy,每日瑜伽是以瑜伽为核心的移动互联网健身和社交平台，搭载高清视频社群社交自营瑜伽品牌购物街，为用户提供全方面的瑜伽体。
日用,13dyz1iug,日用百货,783229,114,6,每日精选2018,,41363109,41363109,,10,114,True,False,False,47,2,19.1666666666667,https://www.youzan.com/v2/fenxiao/market/supplier/13dyz1iug,自有海淘渠道，质量价格双重保证，货源充足，放心分销
日用,etcoqs4b,日用百货,18767854,16,6,今日特卖频道,,41363109,41363109,,1,16,True,False,False,9,0,2.66666666666667,https://www.youzan.com/v2/fenxiao/market/supplier/etcoqs4b,自有海淘渠道，质量价格双重保证，货源充足，放心分销
日用,dnz5xrqy,生鲜果蔬,18066880,7,7,润谷日邦海产,,974729995,dmm0322,,3,7,True,False,False,3,1,1.42857142857143,https://www.youzan.com/v2/fenxiao/market/supplier/dnz5xrqy,润谷日邦为日邦公司旗下品牌之一，公司成立于二零零九年，是国内高端食材上游供应商，在世界各地拥有自己直接或间接新鲜食材供应
日用,QJ29ClC0KD,美妆,40099848,45,8,完美日记旗舰店,,272875107,aaaa,,11,45,True,False,False,18,1,7.25,https://www.youzan.com/v2/fenxiao/market/supplier/QJ29ClC0KD,欧美时尚彩妆
日用,1ew3dsjks,汽车养护,15488840,94,27,中国汽车用品大卖场,,30092639,bing20080123,,23,94,True,False,False,19,0,5.5,https://www.youzan.com/v2/fenxiao/market/supplier/1ew3dsjks,上海晶臣企业管理有限公司，美国Formula1中国总代理，美国MaganCart中国总代理，日本快美特华东地区总代理
日用,289yn5cs,休闲零食,356658,273,30,杭州日新,,123169742,wenxuer,,129,273,True,False,False,104,1,71.55,https://www.youzan.com/v2/fenxiao/market/supplier/289yn5cs,公司成立于1998年，主营冷冻冷藏调味加工食品，冷冻蔬菜，罐头食品，真空水煮食品进出口以及国内贸易
日用,i311ykam,美妆,19162332,131,30,波罗蜜日韩购,,227291728,cucu,,17,131,True,False,False,4,0,1.7,https://www.youzan.com/v2/fenxiao/market/supplier/i311ykam,波罗蜜日韩购
日用,fktgz8y4,日用百货,19259903,19,36,康果日化生鲜,,69216525,xiaoxiaohanyeyu,,4,19,True,False,False,4,0,1.45,https://www.youzan.com/v2/fenxiao/market/supplier/fktgz8y4,家居日化产品均产用德国赢创进口原液，通过欧盟REACH认证，高效环保。生鲜产品均为经严格考察的原产地产品，绿色安全可
日用,13ujl3ao6,数码家电,2231781,2153,42,爸妈营日本电器馆,,1043609485,cado888,,127,2153,True,False,False,374,0,97.05,https://www.youzan.com/v2/fenxiao/market/supplier/13ujl3ao6,日本cado；日本森田；瑞士solis；日本Toray；原森态口罩；AirX净化滤芯；台湾玻妞；等多品牌授权经销商
日用,m7r7kgoe,海外购,18218742,859,85,日本设计小店,,1043520245,zhouziyu1184,,151,859,True,False,False,93,0,8.75,https://www.youzan.com/v2/fenxiao/market/supplier/m7r7kgoe,日本设计小站，专注高品质产品
日用,15wkel5tp,宠物,18518342,356,85,专宠泰迪宠物用品商城,,1060233847,petcare1001,,310,356,True,False,False,95,3,27.95,https://www.youzan.com/v2/fenxiao/market/supplier/15wkel5tp,公司成立于2009年，始终秉承“科技传递幸福的宗旨，聚集了来自全球各地的顶尖专家，致力于向爱宠人士提供专业放心的产品。
日用,XrzYJipC4v,女装,19363761,22,87,铂雅医护用品,,2769967738,BOYA4006777512,,4,22,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/XrzYJipC4v,铂雅致力于坚持落实诚信为本，质量第一，服务至上的宗旨，更贯彻了四星的中心精神：爱心用心耐心与恒心
日用,qck7pl9w,日用百货,2464045,31,93,弥勒市同城配送翘拇指生活用品配送中心,,69212323,caokaiyuan123,caokaiyuan123,7,29,True,False,False,6,0,1.35,https://www.youzan.com/v2/fenxiao/market/supplier/qck7pl9w,代理各种品牌，美妆，家居，日化，纸品母婴本地美食特产等，质量保证，服务周到让你十分满意。
日用,jFgF1Bjx0J,医疗健康,19341769,167,127,日韩健康GO,,1813839482,mxhes520,,57,167,True,False,False,14,7,8.55,https://www.youzan.com/v2/fenxiao/market/supplier/jFgF1Bjx0J,日韩健康GO与日本富士山医疗株式会社韩国韩中医疗中心签订合作。为中国提供正品海外直邮拼邮生活美妆药妆家庭美容仪等
日用,reJYoYH3vz,运动户外,40198356,6,187,激想体育用品精选馆,,496881809,13636672704,,4,6,True,False,False,1,0,0.2,https://www.youzan.com/v2/fenxiao/market/supplier/reJYoYH3vz,激想体育用品精选馆是激想体育旗下的官方购物渠道，主营国内外知名运动品牌专业体育用品，十年诚信经营，正品好货超值精选。
日用,ylenxtar,医疗健康,637433,1661,257,情趣研习社成人用品商城,,2627349979,qqyxsddj,,311,1660,True,False,False,26,1,10.5,https://www.youzan.com/v2/fenxiao/market/supplier/ylenxtar,情趣研习社：专注两性情趣产品精选，一手货源质量保证价格公道保密配送发货及时运费低廉大家请放心分销
日用,kcp4zbyv,海外购,19134755,411,281,卖空日妆,,40083285,13424802349,,90,402,True,False,False,22,0,8.6,https://www.youzan.com/v2/fenxiao/market/supplier/kcp4zbyv,专注日本货品供应，一件代发
日用,ceswxqrk,美妆,16042752,1673,291,欲水阁情趣用品商城,,3355733872,15817369009,,416,1673,True,False,False,93,11,25.7,https://www.youzan.com/v2/fenxiao/market/supplier/ceswxqrk,深圳市创灿宏业科技有限公司，专注生产情趣用品十余年，因为专注，所以专业。本公司一件代发，免费招代理。
日用,zou9orwm,汽车养护,17539755,608,491,点缤汽车DIY修复用品,,2917458482,dbbqhh,,155,534,True,False,False,29,16,20.9,https://www.youzan.com/v2/fenxiao/market/supplier/zou9orwm,点缤汽车用品快速修复，简单操作，划痕再也不用担心了
日用,j2zot9ds,日用百货,646398,64587,0,家中福日用百货商城,,405357640,405357640,,1410,64593,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/j2zot9ds,
日用,180bm1y8x,美妆,635451,11374,0,深圳绵俪日用化工有限公司,,3085466608,Mannay2810,,73,11375,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/180bm1y8x,
日用,rz4ei6u9,日用百货,10001300,39,0,台州日用品,,1052858877,z13616695828,,4,39,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/rz4ei6u9,本厂始终本着“讲质量重信誉微利润求发展的经营理念
日用,rpg9oagc,日用百货,1379814,0,0,福州燊佰惠日用品,,234804332,18650358088,,0,0,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/rpg9oagc,
日用,9172c0z2,日用百货,16325160,293,0,广州恒洁日用品有限公司,,33745232,windyzhang007,,38,293,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/9172c0z2,厂家直销，出厂价销售，线下年销量千万块，行业内排名前列。
日用,qt08d8l7,日用百货,16202242,13,0,稻草熊家居用品有限公司,,100001123,13806568515,,2,13,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/qt08d8l7,稻草熊正品工厂直营
日用,wp4yf3,宠物,752,305,0,艾宠宠物用品品牌专营店,,,,,17,305,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/wp4yf3,
日用,k1qasuag,数码家电,4480994,56,0,爱家智能环保家居日化馆180405,,1102130066,winda9418,,10,56,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/k1qasuag,
日用,2edwaejw,食品,1030915,20,0,金日旗舰店,,2923139285,tel13678,,2,20,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/2edwaejw,
日用,qqw80ya8,食品,13360193,37,2,noah专用供货商测试,,,,,3,18,True,False,False,1571,36,803.5,https://www.youzan.com/v2/fenxiao/market/supplier/qqw80ya8,
日用,b6x3s5p1,日用百货,17999478,1,5,日常实验室,,403153197,18028751812,18028751812,1,1,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/b6x3s5p1,精选生活好物数码科技车品周边。花卷旗下原创品牌国内外科技产品独家代理自媒体大V多重身份。
日用,u2e7h7sn,美妆,1940561,42,5,aromatime芳香假日,,2512684982,2512684982,,13,40,True,False,False,18,12,15.2,https://www.youzan.com/v2/fenxiao/market/supplier/u2e7h7sn,魔法油系列为芳香假日校长亲配，每个产品都会经过十元试用期，市场验证有效后，变半价试销，吸收更多的真实反馈，最后才是正品。
日用,98CheBPnSc,运动户外,40415041,22,43,西安杰菲特体育用品有限公司,,304899921,15319705572,,3,22,True,False,False,2,0,0.15,https://www.youzan.com/v2/fenxiao/market/supplier/98CheBPnSc,西安杰菲特体育用品有限公司是西安一家从事体育品牌代理体育器材健身器材的销售的大型公司，年营业额1个亿左右。
日用,3h45fbks,生鲜果蔬,18685308,284,48,FruitDiary鲜果日记,,1591323256,ajia3647,,82,284,True,False,False,18,2,7.55,https://www.youzan.com/v2/fenxiao/market/supplier/3h45fbks,深圳知名水果连锁公司，有直接的国内水果资源，有国外水果一手货源，务实诚信，服务第一
日用,1iopjsnvn,亲子,18052363,3047,0,TOTM小森日用美物,,851445739,JAIKMOMSara,,5225,3047,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1iopjsnvn,JAIKMOM珍宜妈咪与全球妈咪同步
日用,13ec3veqr,食品,14190338,58,0,米兰日季烘焙艺术工坊170215,,12910566,18827921711,,11,56,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/13ec3veqr,米兰日季由全国技术能手亲手创办，一流的技术创造一流的品质
日用,1gkgjryh3,家装建材,1138566,764,0,杜玛家居用品厂家直销,,1399272698,13585759674,,68,764,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1gkgjryh3,
日用,STodOi9WxA,宠物,40161294,2,1,美国中西宠物用品,,5229206,midwestchina,,1,2,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/STodOi9WxA,美国中西是以高品质和高性价比闻名的世界级宠物品牌，如果您追求品质，中西不会辜负您的期望。
日用,vdYb1bQRzk,生鲜果蔬,19438978,15,1,野生深海鲜半日达庞舵舵,,18667376377,18667376377,y389992,3,15,True,False,False,13,13,13,https://www.youzan.com/v2/fenxiao/market/supplier/vdYb1bQRzk,1.野生深海鲜2.来自中国第一渔村宁波桐照3.本地人经营，有供应链优势4.顺丰配送，码头直供，只卖一天
日用,CE5IeGOpVc,日用百货,40045405,3,16,XX滴美食日记,,674723670,1845095717,13761947924,1,3,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/CE5IeGOpVc,用心手作，暖心分享，选用优质食材，不断研究新品，走在网红产品前沿。还有精选世界各地美味以及暖心好物供选择哦
日用,op2zn79n,家居家纺,663406,275,187,妈妈帮床上用品,,20889152,mmb13808522667,,40,271,True,False,False,4,0,0.75,https://www.youzan.com/v2/fenxiao/market/supplier/op2zn79n,布行直营
日用,bc58k4wn,家居家纺,4643,374,0,洁神居家日用店171228,,492480759,YimoSmile,,25,373,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/bc58k4wn,
日用,vziyqvzr,日用百货,2181222,20,0,锐孚居家日用专营店,,759878887,pb5777,,3,20,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/vziyqvzr,
日用,hzm9e3tt,家居家纺,8795493,0,0,光影流年个性家居用品,,100767615,13609551310,,1,0,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/hzm9e3tt,
日用,10apnz0vm,医疗健康,16556096,140,0,海森凯尔日韩药妆正品直采,,562560110,John_W_,,33,137,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/10apnz0vm,韩国原产地直邮，价格及产品质量优势
日用,1up00gu6,美妆,1771421,482,0,日本直邮专业食品化妆品批发,,529029791,loserr,,34,482,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1up00gu6,
日用,4vg738he,日用百货,1908167,3,0,西安市大明宫遗址区道和也床上用品商行,,1579876472,L18192338561,,1,3,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/4vg738he,
日用,1g5qkv94s,丽人健身,5723716,156,0,丹美舞蹈用品,,1005507213,1005507213,,23,156,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1g5qkv94s,
日用,wsg34lhi,其他,14869195,6,9,摩托迷用品商城,,273452823,yutianmoto,,6,6,True,False,False,3,0,0.666666666666667,https://www.youzan.com/v2/fenxiao/market/supplier/wsg34lhi,雨田摩托用品成立10年来，致力于摩托车用品普及发展，为中国摩友提供专业安全防护用品，在行业内具备良好的口碑及完善销售体系
日用,1b9u72fy0,滋补保健,19268347,11,10,金弘烨高端食用植物油,,133467500,dpk8400,291777284,2,11,True,False,False,10,6,6.4,https://www.youzan.com/v2/fenxiao/market/supplier/1b9u72fy0,专注高端植物油，河南最大的供应商。首先提出“人体健康干扰型食用油倡导者
日用,eo2iqcph,宠物,15679541,289,156,嬉皮狗宠物用品店,,664681192,hipidogerha,hipidogerha,59,289,True,False,False,5,0,1.15,https://www.youzan.com/v2/fenxiao/market/supplier/eo2iqcph,淘系老商家，拥有十来家淘宝店铺，品类排行前十，年销售额过亿元
日用,10jhvbiek,日用百货,18951538,513,162,和匠日本进口家居,,1955258498,injoy365,,81,513,True,False,False,9,0,2.5,https://www.youzan.com/v2/fenxiao/market/supplier/10jhvbiek,至IN日本，匠心之作，从厨房工具时尚卫浴收纳好物到清洁用品一网打尽。平和匠心，专注打造精致家居生活。
日用,1etm24n5,日用百货,18799983,786,932,歌珊日本直邮,,462177895,geshanzq,,170,786,True,False,False,4,0,1.75,https://www.youzan.com/v2/fenxiao/market/supplier/1etm24n5,歌珊福州贸易有限公司公司创建于2013年，地处于福州厦门泉州之间的福清公司与多家零售商和代理商.
日用,lkicvfcb,医疗健康,17064696,397,4945,誉中奥专用肥料,,747390889,A747390889,,77,397,True,False,False,7,3,4.6,https://www.youzan.com/v2/fenxiao/market/supplier/lkicvfcb,誉中奥农业专注于植物营养研究，促进植物优质高产，满足人类健康需求快乐种植，健康人生技术支持：13837145505
日用,vt7b17a3,日用百货,14069025,311,0,莱尔娅洗护用品旗舰店170424,,2085563229,15165281428,,23,294,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/vt7b17a3,香港莱尔娅集团有限公司是由瑞士莱尔娅护肤研究中心提供技术的一家集科工贸为一体的综合性日化企业。
日用,14epsa1e0,汽车养护,18957,13329,0,泰美汽车用品专营店1170207,,2337223659,maixiaomei1990629招代理：vkteam123,,349,13321,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/14epsa1e0,
日用,rzi93h3e,教育培训,13219172,26,0,今日英才投资理财网校170327,,2851395200,,,7,26,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/rzi93h3e,
日用,1ojva1r9,数码家电,11672681,452,0,红日厨卫电器官方旗舰店161029,,3354904481,hr18802062291,,69,452,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1ojva1r9,1981年成立，国家863计划企业，厨卫行业唯一入选战略性新兴产业重点产品和服务指导目录，国家“双十佳最佳节能技术
日用,sknhadfj,汽车养护,18291290,22,0,天知地知汽车用品,,1044483871,13764356157,,5,22,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/sknhadfj,天知地知，良心汽配
日用,Xsukk22vBX,医疗健康,19458938,8,1,Bauerfeind医用弹力袜,,3423088206,venotrain,,1,7,True,False,False,8,8,8,https://www.youzan.com/v2/fenxiao/market/supplier/Xsukk22vBX,德国bauerfeind中国总代理
日用,1509ie21,美妆,18305217,7,4,日本卸妆传奇JOKARI品牌店,,524982072,18917768465,,0,7,True,False,False,2,1,1.5,https://www.youzan.com/v2/fenxiao/market/supplier/1509ie21,中国领先的美妆行业数字营销集团日本卸妆传奇JOKARI品牌大中华区总经销商全权负责JOKARI品牌营销推广与销售
日用,1anixscl0,休闲零食,469449,58,5,瑞安淘瑞安日报,,4295668,ruianliang,,11,58,True,False,False,24,4,13.6,https://www.youzan.com/v2/fenxiao/market/supplier/1anixscl0,本土电商平台，一手供货资源，媒体力量支持。
日用,14mo50c77,滋补保健,1207534,1,6,日加满,,506483419,15000582735,,0,1,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/14mo50c77,日加满主营功能性饮料运动饮料等
日用,1i2fvksnm,日用百货,19093997,69,11,日新物,,694490811,pjxyza,,22,69,True,False,False,46,0,6.09090909090909,https://www.youzan.com/v2/fenxiao/market/supplier/1i2fvksnm,善于发现生活中的闪光点，为大家带来最新鲜最前端的日用商品。
日用,3gmgbmyk,综合食品,19072317,70,14,一颜一形日本好货臻选,,3045449341,15121167780,,12,60,True,False,False,125,83,95.1428571428571,https://www.youzan.com/v2/fenxiao/market/supplier/3gmgbmyk,主要销售日本的中高端商品
日用,ejo09f1j,日用百货,18749603,93,52,意大利进口洗护用品店,,405437174,405437174,,19,92,True,False,False,19,9,14.75,https://www.youzan.com/v2/fenxiao/market/supplier/ejo09f1j,意大利进口日用品保证正品利润最大
日用,1bzrvy6o,民俗文化,16281070,734,54,慧日增辉,,653018,frjianjun,,120,732,True,False,False,35,11,19.5,https://www.youzan.com/v2/fenxiao/market/supplier/1bzrvy6o,为了让更多的大众听经闻法，我们欢迎大家加入我们，和我们一块分享法喜。
日用,1dui07o29,日用百货,711942,581,61,爱优粮宠物用品,,3103811374,aylcwzj,,100,581,True,False,False,21,0,5.75,https://www.youzan.com/v2/fenxiao/market/supplier/1dui07o29,经营农科院研制的优质天然犬粮丰富的宠物零食和宠物用品，品质保证，利润丰厚，无忧售后。
日用,10ake866d,其他,19156036,250,133,伊美达汽车用品旗舰店,,717631416,13141269335,,36,250,True,False,False,20,1,6.25,https://www.youzan.com/v2/fenxiao/market/supplier/10ake866d,您好，本公司推出的产品都已经经过合格的检查，请您们放心的购物哦
日用,1bbm7zt6i,日用百货,15127558,13707,138,日本商品购物商城,,9095766,15509868028,,1849,13637,True,False,False,154,29,125.8,https://www.youzan.com/v2/fenxiao/market/supplier/1bbm7zt6i,日本进口内衣日用品家居厨房用品国内现货
手机,1eszfg0uj,医疗健康,1560337,91,0,飞机杯震动棒避孕套情趣生活170417,,760236199,sexy358358,,20,91,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/1eszfg0uj,
手机,198ydlfkj,汽车养护,14416061,0,0,上海三一重机股份有限公司170428,,50116300,18721111586,,1,0,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/198ydlfkj,
手机,12f3wez7q,生鲜果蔬,1055759,7,1,博士达BSD有机苹果,,921088977,18253550556,,4,7,True,False,False,5,5,5,https://www.youzan.com/v2/fenxiao/market/supplier/12f3wez7q,烟台市首家获得有机认证的苹果企业，建有5个标准化示范园，获得我到山东最想买的100的特色商品称号。
手机,te755pmc,数码家电,19328478,2,1,准儿翻译机官方商城,,13811164928,13811164928,,0,2,True,False,False,1,1,1,https://www.youzan.com/v2/fenxiao/market/supplier/te755pmc,清华大学语音实验室出品的准儿翻译机，是世界上第一款有屏的智能翻译机，独有的AI循环神经网络和卷积神经网络让准儿越用越准
手机,kkzjfd3h,汽车养护,2927128,30,22,咚机友,,无,jxzj1688,,7,30,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/kkzjfd3h,机械之家配件商城对接全国1000多家供货商，拥有最便宜，最齐全的货源，保证配件价格竞争力强，原厂品质。
手机,1hbdvmw2x,数码家电,18493590,911,23,机械前线,,546072975,perice123,,134,911,True,False,False,214,0,65.65,https://www.youzan.com/v2/fenxiao/market/supplier/1hbdvmw2x,有赞超赞自媒体供货商甄选全球好物
手机,ditqc2qh,图书音像,19080748,104,25,牵手两代亲子书屋,,419740976,419740976,,26,104,True,False,False,68,0,8.95,https://www.youzan.com/v2/fenxiao/market/supplier/ditqc2qh,牵手两代亲子阅读，构建幸福和谐家庭
手机,143b2fk3w,日用百货,19089286,75,28,精物挖掘机,,490893692,woaini7609,,12,75,True,False,False,9,0,1.45,https://www.youzan.com/v2/fenxiao/market/supplier/143b2fk3w,自营商城，量大优惠
手机,188dm6ogg,箱包配饰,4303,53,83,灵机生活馆,,,,,0,0,False,False,False,2,0,0.9,https://www.youzan.com/v2/fenxiao/market/supplier/188dm6ogg,
手机,xzygkbvi,数码家电,6699949,11,0,小袁手机城171026,,,18856313000,,15,11,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/xzygkbvi,
手机,172utck3e,日用百货,10529892,1403,0,手机娱乐站,,1547932001,mingtian098113,,374,1403,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/172utck3e,超低供货价，超高质量产品，丰厚奖励制度
手机,mtw5y649,休闲零食,2300303,312,0,百德食品手机商城,,18031616096,baideshipin,,25,311,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/mtw5y649,
手机,9bzfkj85,数码家电,20762,2,0,中国移动手机商城,,369054088,phone139weixin,,4,1,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/9bzfkj85,中国移动手机商城
手机,52xfbade,食品,196447,0,0,手机攻略,,29655385,pchome551,,5,0,True,False,True,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/52xfbade,
手机,w7o10q9t,数码家电,18419668,9,2,极客修手机上门维修,,6740865,18725766322,,6,9,True,False,False,3,3,3,https://www.youzan.com/v2/fenxiao/market/supplier/w7o10q9t,极客修维修产品线包括苹果iPhoneiPad小米手机三星手机华为手机魅族手机，并正在积极准备其他产品的上线。
手机,56n6oh2y,综合食品,18831982,2,1,天天机蜜,,731611996,731611996,,1,2,True,False,False,0,0,0,https://www.youzan.com/v2/fenxiao/market/supplier/56n6oh2y,专注欧美有机标准食品，让您不再担心农残重金属抗生素品牌：天天机蜜有机蜂蜜优食达有机粮油素纯鲜品鲜果
手机,sdjjou0q,生鲜果蔬,526673,13,1,土姥姥有机农场,,314802994,15627009797,,5,13,True,False,False,3,3,3,https://www.youzan.com/v2/fenxiao/market/supplier/sdjjou0q,土姥姥有机农场，为你提供新疆天然食品
手机,15ree6iel,医疗健康,19257789,6,1,匠人时光机,,573592252,lx930525,,1,6,True,False,False,2,2,2,https://www.youzan.com/v2/fenxiao/market/supplier/15ree6iel,纯手工制作，用料充足，产品消化速度快，回头客超多
